"","price","GuestIncluded","extrapeople"
"1072",110.3,4,17.3
"1073",86.64,1,12.39
"1074",220.43,1,10.61
"1075",83.02,1,9.47
"1076",64.47,1,6.88
"1077",66.83,1,3.91
"1078",61.02,1,17.69
"1079",55.89,1,14.21
"1080",162.65,2,16.02
"1081",599.57,1,34.98
"1082",160.34,4,18.42
"1083",65.7,1,8.49
"1084",140.16,1,1.42
"1085",180.75,1,2.56
"1086",146.67,1,6.05
"1087",69.87,1,13.85
"1088",154.23,1,15.92
"1089",76.77,1,21.58
"1090",67.56,1,11.67
"1091",90.65,1,14.44
"1092",67.97,1,13.91
"1093",133.06,1,16.95
"1094",76.14,1,7.13
"1095",168.24,4,32.22
"1096",79.78,1,13.05
"1097",213.41,1,16.56
"1098",170.2,1,11.04
"1099",97.21,2,17.86
"1100",89.24,2,18.36
"1101",107.07,1,6.27
"1102",138.67,2,19.51
"1103",183.85,2,19.9
"1104",172.57,4,30.53
"1105",92.1,1,17.49
"1106",355.39,1,17.19
"1107",65.13,1,15.79
"1108",386.97,1,15.53
"1109",116.32,1,11.34
"1110",114.81,2,16.84
"1111",56.26,1,13.94
"1112",433.58,1,11.74
"1113",105.46,1,13.7
"1114",132.73,1,8.9
"1115",167.79,1,18.4
"1116",70.49,1,6.6
"1117",84.63,1,2.96
"1118",299.72,2,30.41
"1119",170.06,1,14.76
"1120",101.38,1,14.83
"1121",117.79,1,16.04
"1122",200.02,2,23.32
"1123",131.46,2,21.75
"1124",55,1,13.07
"1125",169.45,1,14.76
"1126",68.71,1,6.72
"1127",133.35,1,12.88
"1128",165.99,1,7.51
"1129",65.53,1,17.67
"1130",127.75,1,18.66
"1131",47.6,1,9.53
"1132",171.78,1,17.45
"1133",51.15,1,3.95
"1134",299.16,1,4.13
"1135",59.14,1,7.94
"1136",210.74,1,15.23
"1137",213.78,1,6.92
"1138",133.17,2,15.27
"1139",78.4,1,18.64
"1140",62.34,1,7.7
"1141",157.62,2,23.59
"1142",52.79,1,9.86
"1143",80.58,1,4.55
"1144",231.83,1,15.14
"1145",146.14,1,13.25
"1146",113.67,1,23.24
"1147",167.2,1,8.21
"1148",54.94,1,12.35
"1149",98.23,2,8.6
"1150",126.63,1,13.56
"1151",271.88,1,9.22
"1152",71.9,2,14.8
"1153",87.03,1,3.6
"1154",52.95,1,2.11
"1155",101,1,11.27
"1156",103.62,1,8.12
"1157",211.67,1,2.75
"1158",117.64,1,6.23
"1159",172.13,4,19.06
"1160",149.47,2,19.25
"1161",50.92,1,2.97
"1162",207.51,1,9.22
"1163",164.42,1,13.6
"1164",154.98,1,4.52
"1165",82.28,1,11.57
"1166",158.14,1,5.16
"1167",157.76,1,20.02
"1168",111.79,1,17.89
"1169",198.02,2,19.8
"1170",252.26,1,22.64
"1171",269.91,1,6.81
"1172",191.58,1,4.77
"1173",92.36,1,13.19
"1174",190.92,1,23.21
"1175",82.89,1,5.59
"1176",72.63,1,16.43
"1177",163.75,1,10.24
"1178",113.36,1,1.19
"1179",216.37,1,16.02
"1180",95.24,1,11.18
"1181",203.37,4,20
"1182",138.73,1,4.79
"1183",86.22,1,15.54
"1184",241.5,4,22.49
"1185",133.57,1,5.13
"1186",107.38,1,9.55
"1187",104.9,1,3.79
"1188",292.3,1,31.23
"1189",79.64,1,23.07
"1190",126.42,1,6.57
"1191",57.36,1,8.36
"1192",71.61,1,16.7
"1193",211.2,1,6.43
"1194",99.71,1,17.04
"1195",250.75,1,17.57
"1196",101.14,1,19.28
"1197",100.81,1,9.1
"1198",191.38,1,14.07
"1199",65.62,1,10.73
"1200",163.36,4,17.97
"1201",98.4,1,12.85
"1202",173.72,1,3.32
"1203",70.86,1,3.49
"1204",309.71,1,13.83
"1205",234.9,1,16.12
"1206",141.1,2,6.11
"1207",160.85,1,16.16
"1208",186.52,1,18.02
"1209",264.78,1,1.2
"1210",348.2,1,14.77
"1211",197.6,1,15.76
"1212",69.65,1,14.33
"1213",193.07,1,24.32
"1214",218.73,1,7.57
"1215",61.36,1,5.82
"1216",208.69,2,15.24
"1217",88.76,1,10.67
"1218",93.97,1,7.82
"1219",102.04,1,18.31
"1220",517.26,1,29.18
"1221",102.09,1,20.43
"1222",180.57,1,5.93
"1223",273.33,1,11.43
"1224",144.89,1,8.46
"1225",227.09,1,25.65
"1226",71.7,1,11.29
"1227",103.45,1,13.72
"1228",43.96,1,11.27
"1229",114.04,1,6.21
"1230",73.94,1,16.91
"1231",154.43,1,17.6
"1232",236.49,1,17.53
"1233",155.47,2,24.21
"1234",179.41,4,27.77
"1235",154.21,1,12.91
"1236",187.47,1,5.19
"1237",98.31,1,11.86
"1238",55.47,1,7.03
"1239",150.1,2,17.7
"1240",87.62,1,11.46
"1241",113.68,1,13.55
"1242",186.89,1,7.23
"1243",174.59,1,4.13
"1244",149.83,2,22.97
"1245",63.36,1,9.7
"1246",172.55,1,9.6
"1247",166.79,1,10.53
"1248",118.63,1,12.54
"1249",73.68,1,7.69
"1250",162.27,2,15.62
"1251",313.11,1,10.97
"1252",103.86,1,7.83
"1253",109.55,2,20.82
"1254",99.9,1,10.84
"1255",109.45,1,14.62
"1256",140.72,2,27.18
"1257",206.45,2,33.52
"1258",32.08,1,5.73
"1259",75.9,1,4.32
"1260",68.19,1,12.63
"1261",59.71,1,11.15
"1262",84.34,1,5.66
"1263",91.08,1,7.77
"1264",86.27,1,17.72
"1265",98.06,1,5.29
"1266",67.77,1,23.03
"1267",90.07,1,10.74
"1268",247.79,1,16.68
"1269",309.7,1,10.05
"1270",63.28,1,7.86
"1271",134.49,1,24.45
"1272",109.24,1,6.83
"1273",109.16,1,6.69
"1274",90.21,1,12.19
"1275",224.29,2,15.5
"1276",102.96,1,15.04
"1277",118.75,1,16.26
"1278",246.72,1,1.85
"1279",160.67,1,8.58
"1280",155.66,1,4.19
"1281",144.33,1,20.64
"1282",219.71,1,28.46
"1283",119.99,2,15.43
"1284",60.08,1,14.93
"1285",58.62,1,10.3
"1286",96.45,1,15.14
"1287",258.91,1,10.22
"1288",131.49,1,5.33
"1289",115.47,1,17.93
"1290",257.54,4,35.74
"1291",129.37,1,26.69
"1292",118.86,1,22.72
"1293",131.62,2,22.54
"1294",72.15,1,2.7
"1295",104.9,1,1.68
"1296",85.85,1,34.91
"1297",332.34,4,27.49
"1298",70.15,1,11.5
"1299",167.82,1,6.79
"1300",116.19,1,7.56
"1301",171.65,1,11.28
"1302",138.73,2,22.26
"1303",276.4,1,16.78
"1304",104.5,1,24.86
"1305",111.3,1,5.88
"1306",132.36,1,0.69
"1307",68.03,1,19.99
"1308",81.73,1,13.3
"1309",310.23,1,9.31
"1310",218.63,1,20.58
"1311",192.07,1,14.88
"1312",184.9,1,12.53
"1313",73.4,1,21.18
"1314",135.2,1,17.06
"1315",113.3,1,22.2
"1316",95.31,1,3.8
"1317",136.53,1,3.89
"1318",111.83,2,13.16
"1319",157.23,2,22.33
"1320",144.26,1,17.53
"1321",133.98,2,23.65
"1322",164.13,1,6.39
"1323",140.43,1,10.63
"1324",258.28,1,6.35
"1325",602.31,1,0.92
"1326",48.44,1,11.32
"1327",68.16,1,18.94
"1328",82.41,1,7.92
"1329",123.05,1,10.25
"1330",78.84,1,15.89
"1331",178.12,2,27.11
"1332",39.61,0,0.31
"1333",60.6,1,2.72
"1334",128.36,1,9.94
"1335",452.62,1,16.41
"1336",183.2,1,9.03
"1337",67.47,1,9.83
"1338",332.86,1,23.15
"1339",53.34,1,12.22
"1340",144.7,1,10.73
"1341",205.29,4,19
"1342",145.7,1,11.69
"1343",231.03,2,20.63
"1344",167.48,1,7.94
"1345",171.86,1,21.18
"1346",118,2,13.42
"1347",52.96,1,15.01
"1348",97.09,1,7.42
"1349",85.8,1,11.02
"1350",175.69,1,15.97
"1351",107.98,2,21.15
"1352",294.8,1,7.64
"1353",123.52,1,6.26
"1354",81.21,1,15.16
"1355",243.17,1,13.73
"1356",107.52,2,20.73
"1357",150.77,2,22.9
"1358",148.93,1,7.07
"1359",97.98,1,11.97
"1360",152.59,1,9.28
"1361",109.62,2,21.31
"1362",118.91,1,10.25
"1363",190.67,1,12.09
"1364",92.98,1,17.86
"1365",113.6,2,19.53
"1366",158.07,1,9.38
"1367",126.37,2,12.92
"1368",90.83,2,19.92
"1369",372.27,4,32.73
"1370",131.72,1,7.62
"1371",59.4,1,0.98
"1372",481.35,1,20.37
"1373",81.93,1,4.79
"1374",183.44,1,10.73
"1375",52.66,1,6.7
"1376",169.98,1,7.29
"1377",168.73,1,8.1
"1378",609.85,1,36.79
"1379",120.1,1,14.53
"1380",122.6,1,19.16
"1381",260.65,6,24.43
"1382",384.37,1,24.37
"1383",66.47,1,9.59
"1384",59.17,1,12.07
"1385",48.15,1,11.6
"1386",93.53,1,9.91
"1387",131.11,1,18.19
"1388",66.01,1,4.73
"1389",211.22,2,20
"1390",190.99,2,21.11
"1391",233.04,1,23.89
"1392",249.85,4,21.07
"1393",63.9,1,8.94
"1394",79.88,1,17.68
"1395",156.69,1,22.32
"1396",171.03,1,15.39
"1397",207.39,1,14.16
"1398",136.37,1,15.09
"1399",65.46,1,7.79
"1400",53.54,1,14.95
"1401",65.65,1,10.05
"1402",37.93,1,10.48
"1403",173.8,1,11.15
"1404",235.75,1,6.26
"1405",135.7,2,28.72
"1406",69.58,1,14.82
"1407",140.78,1,12.68
"1408",307.88,1,8.77
"1409",252.12,2,18.47
"1410",106.12,1,24.38
"1411",137.71,1,12.89
"1412",80.92,1,11.62
"1413",406.16,12,15.52
"1414",105.12,1,8.01
"1415",142.67,1,9.48
"1416",138.02,1,9.07
"1417",123.89,1,6.32
"1418",319.85,1,27.75
"1419",130.68,1,21.82
"1420",213.71,1,17.38
"1421",148.37,1,7.49
"1422",202.51,1,24.06
"1423",189.36,1,19.43
"1424",164.69,1,4.66
"1425",67.33,1,11.73
"1426",217.91,1,8.01
"1427",288.02,1,3.63
"1428",88.94,1,16.45
"1429",190.91,1,5.29
"1430",181.98,1,9.42
"1431",114.25,1,12.54
"1432",61.99,1,17.09
"1433",99.28,1,19.23
"1434",189.44,2,23.38
"1435",60.56,2,16.6
"1436",86.38,1,16.96
"1437",69.44,1,14.47
"1438",70.59,1,5.74
"1439",182.33,1,10.12
"1440",65.02,1,3.13
"1441",114.91,1,16.86
"1442",275.74,1,12.27
"1443",151.87,2,13.16
"1444",84.1,1,5.21
"1445",101.95,1,11.02
"1446",258.39,1,17.54
"1447",232.34,1,48.82
"1448",75.1,1,8.77
"1449",57.95,2,19.86
"1450",162.72,2,15.98
"1451",84.72,1,17.77
"1452",172.17,1,6.39
"1453",128.96,1,5.08
"1454",81.56,1,23.29
"1455",172.26,1,16.28
"1456",126.05,1,3.35
"1457",82.83,1,12.59
"1458",453.5,1,27.12
"1459",149,1,9.5
"1460",75.26,1,4.29
"1461",188.04,1,18.56
"1462",178.87,1,9.18
"1463",110.08,4,20.96
"1464",102.75,2,20.87
"1465",104.2,1,10.35
"1466",109.07,1,12.25
"1467",58.84,1,11.51
"1468",80.95,1,22.18
"1469",323.62,8,24.81
"1470",37.22,1,14.88
"1471",167.95,1,23.04
"1472",157.93,1,30.94
"1473",392.04,1,6.96
"1474",59.38,1,6.79
"1475",70.74,1,16.94
"1476",179.47,1,12.66
"1477",358.21,1,14.78
"1478",73.79,1,15.27
"1479",384.2,4,23.08
"1480",198.82,2,15.87
"1481",209.93,4,25.66
"1482",278.72,9,29.64
"1483",179.81,2,17.82
"1484",130.93,1,20.8
"1485",148.96,1,26.81
"1486",62.97,1,7.41
"1487",88.29,1,12.36
"1488",113.91,1,3.38
"1489",64.9,1,12.3
"1490",401.19,1,30.67
"1491",131.61,1,14.61
"1492",151.64,1,16.45
"1493",628.09,1,28.35
"1494",96.31,1,4.21
"1495",61.43,1,12.49
"1496",146.05,1,14.48
"1497",123.02,1,17.82
"1498",80.3,1,2.74
"1499",137.38,1,23.46
"1500",73.02,1,9.88
"1501",193.31,2,19.6
"1502",176.69,2,17.34
"1503",63.67,1,12.43
"1504",540.9,1,24.51
"1505",96.56,1,13.61
"1506",220.57,1,9.74
"1507",111.49,1,6.99
"1508",339.34,1,12.23
"1509",128.28,1,17.34
"1510",130.86,1,2.42
"1511",185.95,2,34.89
"1512",64.94,2,13.78
"1513",114.43,1,19.95
"1514",70.32,1,12.88
"1515",66.82,1,21.66
"1516",326.62,1,14.04
"1517",83.35,1,15.97
"1518",211.94,4,18.47
"1519",134.88,1,12.59
"1520",215.02,1,20.42
"1521",196.42,1,11.42
"1522",223.81,4,23.58
"1523",63.62,1,10.4
"1524",80.92,1,14.23
"1525",217.82,2,28.92
"1526",65.57,1,10.28
"1527",283.58,1,14.71
"1528",85.08,1,5.49
"1529",394.29,4,26.15
"1530",114.62,1,10.36
"1531",80.59,1,4.48
"1532",60.82,1,10.71
"1533",381.06,1,38.69
"1534",172.33,1,8.07
"1535",63.45,1,6.27
"1536",202.87,2,19.98
"1537",106.38,1,30.01
"1538",108.77,1,2.61
"1539",83.04,1,4.45
"1540",112.44,2,11.58
"1541",144.42,4,22.44
"1542",288.08,1,13.55
"1543",144.47,1,5.8
"1544",131.84,1,4.37
"1545",70.7,1,21.39
"1546",242.64,1,1.39
"1547",58.09,1,8.21
"1548",217.16,1,10.26
"1549",115.87,2,26.1
"1550",101.64,1,2.62
"1551",136.14,1,1.81
"1552",65.06,1,14.54
"1553",253.77,1,7.03
"1554",144.4,1,16.56
"1555",143.87,1,8.17
"1556",64.15,1,8.6
"1557",142.53,1,4.12
"1558",70.92,1,2.84
"1559",134.94,1,8.46
"1560",65.04,1,12.69
"1561",53.35,1,14.24
"1562",202.04,1,3.17
"1563",136.82,1,17.08
"1564",198.15,1,10.92
"1565",178.99,1,4.55
"1566",84.56,1,3.53
"1567",88.05,1,14.25
"1568",63.42,1,13.94
"1569",134.9,2,23.24
"1570",71.21,1,6.66
"1571",163.58,1,1.2
"1572",49.96,1,5.02
"1573",71.41,1,3.99
"1574",75.61,1,13.93
"1575",157.81,1,5.04
"1576",60.91,1,11.03
"1577",129.25,1,11.06
"1578",194.54,1,13.98
"1579",184.72,1,19.12
"1580",181.38,4,17.82
"1581",80.48,1,19.45
"1582",111.83,1,15.7
"1583",168.17,2,23.06
"1584",211.25,1,5.62
"1585",119.98,1,14.82
"1586",112.19,1,11.83
"1587",53.6,1,4.4
"1588",58.76,1,2.58
"1589",166.06,1,11.04
"1590",121.55,1,14.62
"1591",163.71,1,8.3
"1592",232.78,4,26.26
"1593",54.67,1,15.49
"1594",54.25,1,50.1
"1595",167.29,1,5.08
"1596",254.18,1,7.87
"1597",151.32,1,1.85
"1598",165.9,1,26.81
"1599",96.58,1,13.11
"1600",91.17,1,8.94
"1601",122.88,1,12.24
"1602",87.16,1,8.36
"1603",255.15,1,24.19
"1604",187.45,4,20.94
"1605",98.5,1,4.74
"1606",105.35,1,10.59
"1607",107.05,1,10.56
"1608",189.3,4,25.17
"1609",263.66,4,19.74
"1610",64.77,1,11.42
"1611",148.84,2,16.29
"1612",121,1,7.05
"1613",224.78,4,29.81
"1614",177.61,1,3
"1615",74.49,1,13.49
"1616",59.96,1,8.85
"1617",193.37,1,1.25
"1618",72.78,1,9.86
"1619",172.85,1,9.53
"1620",161.65,2,21.89
"1621",194.99,2,20.47
"1622",123.68,1,10.78
"1623",238.13,1,13.39
"1624",102.98,2,17.14
"1625",68.18,1,1.07
"1626",65.58,1,13.33
"1627",120.96,1,16.91
"1628",72.87,1,13.1
"1629",175.1,1,5.64
"1630",240.91,1,17.74
"1631",198.64,1,18.4
"1632",186.93,1,6.28
"1633",169.31,1,9.78
"1634",188.7,2,17.25
"1635",69.75,1,4.82
"1636",44.2,1,22.39
"1637",107.43,1,26.07
"1638",187.59,2,11.78
"1639",46.83,1,5.91
"1640",404.43,1,4.54
"1641",206.04,1,4.82
"1642",554.9,1,47.03
"1643",160.97,1,17.5
"1644",127.48,1,10.59
"1645",58.2,1,6.84
"1646",77.33,1,14.94
"1647",66.32,1,16.96
"1648",244.71,1,11.78
"1649",151.04,1,18.37
"1650",133.87,1,19.83
"1651",189.06,1,18.1
"1652",89.34,1,26.71
"1653",167.73,1,6.68
"1654",121.68,1,12.75
"1655",109.78,1,2.81
"1656",148.61,1,19.13
"1657",170.68,1,13.28
"1658",102.67,1,11.15
"1659",198.75,1,15.67
"1660",69.04,1,4.61
"1661",115.63,2,34.28
"1662",122.55,2,12.74
"1663",68.03,1,3.1
"1664",193.78,1,6.24
"1665",95.31,1,13.56
"1666",277.47,1,23.42
"1667",118.39,1,7.62
"1668",193.61,4,23.54
"1669",70.78,1,1
"1670",136.9,2,20.15
"1671",237.61,1,23.28
"1672",151.78,2,15.32
"1673",46.37,1,13.75
"1674",140.71,1,13.33
"1675",233.97,4,55.03
"1676",103.13,1,10.92
"1677",350.01,1,7.44
"1678",60.22,1,4.98
"1679",142.11,1,15.63
"1680",67.53,1,18.05
"1681",130.79,1,10.29
"1682",58.65,1,4.39
"1683",66.97,1,15.45
"1684",443.76,1,41.27
"1685",428.91,1,21.36
"1686",119.41,1,10.28
"1687",270.98,6,26.58
"1688",226.91,1,17.81
"1689",82.62,1,9.55
"1690",382.58,6,30.07
"1691",148.39,2,22.19
"1692",41.63,1,0.22
"1693",88.2,1,16.08
"1694",136.9,1,11.4
"1695",220.81,2,26.92
"1696",108.64,1,15.94
"1697",269.02,2,42.41
"1698",167.67,2,20.9
"1699",160.37,1,10.55
"1700",100.34,1,30.24
"1701",156.7,1,15.8
"1702",219.09,1,18.38
"1703",219.59,1,44.07
"1704",180.41,2,13.4
"1705",54.7,1,5.74
"1706",176.17,1,15.65
"1707",185.3,1,17.48
"1708",386.63,1,20.38
"1709",100.99,1,18.95
"1710",109.43,1,8.54
"1711",136.11,1,20.88
"1712",150.54,1,15.1
"1713",197.98,1,15.47
"1714",201.32,1,17.03
"1715",73.28,0,13.04
"1716",79.97,1,11.37
"1717",235.01,4,37.71
"1718",87.49,1,7.2
"1719",493.39,1,37.52
"1720",106.2,1,1.66
"1721",64.54,1,13.13
"1722",82.95,1,4.52
"1723",64.59,1,13.27
"1724",127.98,1,2.28
"1725",133.34,1,10.96
"1726",179.31,1,24.08
"1727",149.46,1,13.97
"1728",79.45,1,29.41
"1729",141.1,1,13.9
"1730",127.97,2,37.69
"1731",113.56,2,10.62
"1732",220.68,1,17.58
"1733",179.1,1,15.63
"1734",181.97,1,3.17
"1735",213.19,1,4.9
"1736",93.97,1,1.48
"1737",100.34,1,17.68
"1738",83.93,1,11.54
"1739",101.41,1,16.86
"1740",105.32,1,2.2
"1741",66.9,1,22.42
"1742",106.46,1,10.43
"1743",62.9,1,9.57
"1744",60.83,1,6.53
"1745",199.55,2,12.36
"1746",93.74,1,9.94
"1747",108.73,1,15.35
"1748",186.16,4,17.16
"1749",160.5,1,31.57
"1750",67.48,1,11.85
"1751",205.2,2,31.91
"1752",361.44,1,2.54
"1753",256.47,1,32.44
"1754",168.6,2,13.86
"1755",171.54,1,9.94
"1756",238.19,1,14.3
"1757",105.8,1,20.66
"1758",455.94,6,22.55
"1759",605.08,4,37.39
"1760",161.15,2,17.76
"1761",88.12,1,16.46
"1762",200.3,1,11.55
"1763",98.35,1,6.28
"1764",163.18,4,22.75
"1765",71.29,1,20.15
"1766",66.35,1,10.29
"1767",135.55,1,7.22
"1768",53.82,1,8.23
"1769",175.24,1,15.5
"1770",81.13,1,5.74
"1771",90.74,1,13.07
"1772",497.14,1,17.86
"1773",60.18,1,4.6
"1774",149.66,2,27.61
"1775",103.47,1,13.59
"1776",91.69,1,14.59
"1777",58.18,1,14.5
"1778",84.13,1,9.13
"1779",67.43,1,3.83
"1780",253.63,4,29.72
"1781",44.04,1,11.43
"1782",105.65,1,19.94
"1783",99.56,1,12.76
"1784",103.65,2,22.76
"1785",49.54,1,12.41
"1786",221.2,1,19.99
"1787",112.38,1,4.51
"1788",160.27,1,18.21
"1789",141.01,1,2.29
"1790",152.19,1,18.61
"1791",190.66,2,22.67
"1792",63.14,1,2.13
"1793",161.39,4,16.03
"1794",78.73,1,4.04
"1795",93.33,1,11.25
"1796",64.72,1,8.79
"1797",168.15,1,5.97
"1798",505.88,1,34.14
"1799",96.41,1,9.89
"1800",504.13,1,25.75
"1801",73.35,2,21.02
"1802",170.53,2,15.81
"1803",223.91,2,24.47
"1804",73.03,1,13.11
"1805",155.12,1,9.61
"1806",120.99,1,19.54
"1807",146.82,1,6.77
"1808",274.44,1,15.47
"1809",46.39,1,3.92
"1810",165.02,1,24.14
"1811",172.02,2,21.64
"1812",176.79,1,13.32
"1813",146.91,1,18
"1814",127.43,1,17.98
"1815",172.47,1,10.32
"1816",76.36,1,11.86
"1817",145.29,1,1.91
"1818",69.99,1,13.31
"1819",60.07,1,17.88
"1820",92.09,1,18.12
"1821",62.44,1,6.66
"1822",221.11,2,28.09
"1823",162.46,1,11.4
"1824",101.05,1,16.54
"1825",174.28,1,1.1
"1826",275.94,1,7.68
"1827",180.02,1,38.78
"1828",216.22,4,17.25
"1829",75.61,1,9.06
"1830",198.19,2,19.25
"1831",235.92,1,21.95
"1832",56.29,1,16.01
"1833",132.21,2,13.95
"1834",171.43,1,22.95
"1835",93.71,1,14.41
"1836",78.53,1,24.09
"1837",125.6,1,7.07
"1838",229.59,4,27.99
"1839",89.62,1,18.45
"1840",52.69,1,3.02
"1841",329.34,1,8.01
"1842",113.19,2,17.54
"1843",132.33,2,17.8
"1844",53.4,1,9.78
"1845",57.82,1,6.61
"1846",125.38,1,5.26
"1847",211.81,1,15.73
"1848",78.93,1,5.2
"1849",104.37,1,3.53
"1850",136.39,1,17.54
"1851",218.71,1,16.51
"1852",54.83,1,8
"1853",111.32,1,23.2
"1854",45.86,1,8.29
"1855",221.94,1,13.76
"1856",119.85,1,3.86
"1857",83.84,1,14.24
"1858",58.44,1,5.24
"1859",137.54,1,12.18
"1860",107.83,2,15.94
"1861",98.76,1,14.03
"1862",94.73,1,14.78
"1863",58.88,1,8.45
"1864",63.49,1,10.85
"1865",199.35,1,20.6
"1866",93.29,1,12.04
"1867",82.83,1,13.99
"1868",114.02,2,10.14
"1869",199.63,1,13.92
"1870",230.83,1,15.09
"1871",121.6,1,10.78
"1872",193.9,1,15.92
"1873",332.02,1,32.91
"1874",82.43,1,6.15
"1875",126.93,1,8.26
"1876",233.02,1,11.75
"1877",390.87,1,27.91
"1878",65.83,1,14.65
"1879",60.78,1,5.56
"1880",241.32,1,6.35
"1881",56.45,1,5.88
"1882",58.36,1,8.45
"1883",88.38,2,25.9
"1884",147.52,1,3.89
"1885",149.42,2,18.57
"1886",66.35,1,6.11
"1887",377.06,1,14.08
"1888",270.09,4,14.86
"1889",107.13,1,16.61
"1890",173.06,1,15.08
"1891",91.63,1,11.56
"1892",82.69,1,7.83
"1893",147.28,2,21.64
"1894",157.37,2,25.67
"1895",286.06,1,18.98
"1896",94.27,1,8.91
"1897",67.61,1,15.2
"1898",71.86,1,1.21
"1899",341.24,2,31.07
"1900",121.4,1,18.65
"1901",142.19,2,10.89
"1902",165.75,1,7.03
"1903",239.98,1,23.12
"1904",115.03,1,11.31
"1905",195.48,1,0.41
"1906",157.53,1,7.04
"1907",47.43,1,5.4
"1908",148.24,2,20.61
"1909",125.9,1,10.77
"1910",61.11,1,17.7
"1911",298.68,1,4.53
"1912",71.51,1,8.21
"1913",78.85,1,17.66
"1914",121.15,1,13.84
"1915",154.22,2,16.87
"1916",273.02,1,25.63
"1917",262.82,1,18.75
"1918",248.58,1,13.87
"1919",92.52,1,11.11
"1920",95.19,1,9.35
"1921",193.09,1,3.25
"1922",113.78,1,19.5
"1923",62.05,1,9.21
"1924",141.69,1,1.89
"1925",197.7,1,10.27
"1926",162.88,1,4.18
"1927",189.2,1,6.73
"1928",403.52,4,19.75
"1929",68.71,1,7.95
"1930",137.33,1,5.4
"1931",149.43,1,26.51
"1932",352.04,1,13.45
"1933",207.47,1,10.65
"1934",240.34,1,12.79
"1935",69.46,1,5.12
"1936",535.78,1,19.61
"1937",141.43,1,14.47
"1938",76.2,1,31.31
"1939",173.93,1,3.73
"1940",123.32,1,13.09
"1941",90.53,1,12.88
"1942",147.43,1,8.03
"1943",164.24,1,11.68
"1944",67.91,1,16.23
"1945",186.15,1,12.85
"1946",171.22,1,23.53
"1947",117.69,1,16.04
"1948",49.99,1,11.08
"1949",242.21,1,21.73
"1950",93.04,1,8.9
"1951",75.55,1,14.6
"1952",157.48,1,21.56
"1953",99.86,1,13.51
"1954",54.66,1,8.01
"1955",215.19,1,14.46
"1956",68.67,1,7.35
"1957",85.88,1,13.56
"1958",51.31,1,5.7
"1959",80.72,1,14.08
"1960",54.09,1,18.14
"1961",221.72,2,29.98
"1962",125.16,2,4.18
"1963",78.68,1,12.26
"1964",121.84,1,14.33
"1965",144.56,2,18.2
"1966",128.29,1,1.96
"1967",259.86,1,5.25
"1968",148.44,1,12.37
"1969",74.77,1,10.63
"1970",201.62,1,11.57
"1971",83.76,1,3.6
"1972",408.27,4,30.25
"1973",68.39,1,19.72
"1974",61.62,1,2.99
"1975",137.59,2,14.18
"1976",135.62,1,18.46
"1977",168.54,2,28.8
"1978",67.69,1,13.43
"1979",163.28,4,24.01
"1980",64.28,1,15.62
"1981",211.93,2,27.09
"1982",52.05,1,16.6
"1983",73.21,2,12.69
"1984",62.21,1,5.25
"1985",50.5,1,11.65
"1986",55.27,1,10.67
"1987",67.66,1,5.86
"1988",76.48,1,7.14
"1989",57.47,1,8.31
"1990",83.06,1,12.65
"1991",300.68,1,28.79
"1992",73,1,15.33
"1993",101.91,1,17.8
"1994",207.5,2,20.5
"1995",58.92,1,4.9
"1996",98.02,1,14.43
"1997",49.4,1,9.66
"1998",178.36,1,14.31
"1999",73.85,1,9.55
"2000",340.11,1,2.42
"2001",89.46,1,1.6
"2002",168.72,1,10.02
"2003",62.54,1,17.08
"2004",55.85,1,4.67
"2005",182.75,1,8.96
"2006",134.18,1,7
"2007",169.71,1,11.35
"2008",127.69,1,7.35
"2009",56.12,1,13.96
"2010",153.43,1,20.37
"2011",117.13,1,13.59
"2012",124.76,2,20.62
"2013",52.93,1,10.51
"2014",155.35,1,13.63
"2015",132.74,1,15.7
"2016",48.14,1,6.05
"2017",50.9,1,7.81
"2018",131.44,1,11.25
"2019",62.56,1,9.33
"2020",181.34,2,20.41
"2021",71.86,1,16.1
"2022",238.78,1,26.84
"2023",114.62,1,20.44
"2024",61.96,1,10.13
"2025",136.46,2,18.45
"2026",149.85,1,15.33
"2027",156.44,1,2.47
"2028",68.83,1,7.61
"2029",443.78,1,13.91
"2030",536.46,1,23.07
"2031",151.92,1,7.68
"2032",76.29,1,16.33
"2033",161.27,1,15.17
"2034",254.46,1,11.76
"2035",70.93,1,16.25
"2036",353.3,1,22.15
"2037",169.82,1,2.95
"2038",124.29,1,10.14
"2039",195.2,1,19.94
"2040",42.36,1,1.7
"2041",49.24,1,9.67
"2042",199.64,5,24.63
"2043",127.58,2,15.54
"2044",208.06,1,10.34
"2045",141,1,13.41
"2046",66.07,1,13.77
"2047",153.48,1,4.24
"2048",61.65,1,12.06
"2049",249.41,1,4.99
"2050",40.49,0,-0.22
"2051",67.56,1,8.07
"2052",97.8,1,7.17
"2053",158.87,1,22.97
"2054",257.69,1,13.48
"2055",88.23,1,15.1
"2056",116.26,1,17.02
"2057",146.1,2,13.8
"2058",51.78,1,3.42
"2059",139.75,1,17.18
"2060",125.31,1,9.07
"2061",45.64,1,28.26
"2062",63.09,1,15.24
"2063",117.24,1,16.19
"2064",115.16,2,24.72
"2065",48,1,10.42
"2066",145.47,1,13.8
"2067",210.79,1,14.1
"2068",144.34,1,19.36
"2069",140.69,1,19.33
"2070",65.65,1,11.27
"2071",79.43,1,16.29
